id,citing,citing_venue,cited,cited_venue,creation,is_citing_iris,is_cited_iris,flow,citing_issns,cited_issns,citing_scimago_area,citing_scimago_category,citing_doaj_lcc,citing_doaj_subject,cited_scimago_area,cited_scimago_category,cited_doaj_lcc,cited_doaj_subject
oci:06802442228-061201916687,omid:br/06802442228,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],omid:br/061201916687,Modern Physics Letters A [omid:br/0614042645 issn:0217-7323 issn:1793-6632 openalex:S45468527],2009-01-09,True,False,Outgoing,"['00319007', '10797114']","['02177323', '17936632']",Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,,Physics and Astronomy,Astronomy and Astrophysics (Q3); Nuclear and High Energy Physics (Q3); Physics and Astronomy (miscellaneous) (Q3),,
oci:062501650528-061302029744,omid:br/062501650528,The Journal Of Chemical Physics [omid:br/067037880 issn:0021-9606 issn:1089-7690 openalex:S77047749],omid:br/061302029744,Journal Of Chemical Theory And Computation [omid:br/0619047782 issn:1549-9618 issn:1549-9626 openalex:S189701308],2013-04-28,False,True,Incoming,"['00219606', '10897690']","['15499618', '15499626']",Chemistry; Medicine; Physics and Astronomy,Physical and Theoretical Chemistry (Q1); Physics and Astronomy (miscellaneous) (Q1); Medicine (miscellaneous) (Q2),,,Chemistry; Computer Science,Computer Science Applications (Q1); Physical and Theoretical Chemistry (Q1),,
oci:06301736669-06160350698,omid:br/06301736669,The Astrophysical Journal [omid:br/064040542 issn:0004-637X issn:1538-4357 openalex:S1980519],omid:br/06160350698,Nature [omid:br/0626016512 issn:0028-0836 issn:1465-7392 issn:1476-4679 issn:1476-4687 issn:1744-7933],2016-12-12,False,True,Incoming,"['0004637X', '15384357']","['00280836', '14657392', '14764679', '14764687', '17447933']",Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB460-466,Science: Astronomy: Astrophysics,Multidisciplinary,Multidisciplinary (Q1),,
oci:062201419957-062102054355,omid:br/062201419957,Physical Review D [omid:br/066033919 issn:1550-2368 issn:1550-7998 openalex:S4210210554],omid:br/062102054355,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],2007-09-28,True,False,Outgoing,"['15502368', '15507998']","['00319007', '10797114']",,,,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:06604367285-0660567190,omid:br/06604367285,Physical Review D [omid:br/062509685 issn:2470-0010 issn:2470-0029 openalex:S4210238307],omid:br/0660567190,Physical Review D [omid:br/062509685 issn:2470-0010 issn:2470-0029 openalex:S4210238307],2023-04-20,False,True,Incoming,"['24700010', '24700029']","['24700010', '24700029']",Physics and Astronomy,Nuclear and High Energy Physics (Q1); Physics and Astronomy (miscellaneous) (Q1),,,Physics and Astronomy,Nuclear and High Energy Physics (Q1); Physics and Astronomy (miscellaneous) (Q1),,
oci:06402501158-061603498642,omid:br/06402501158,Inorganic Chemistry [omid:br/0618045095 issn:0020-1669 issn:1520-510X openalex:S171072222],omid:br/061603498642,The Journal Of Chemical Physics [omid:br/067037880 issn:0021-9606 issn:1089-7690 openalex:S77047749],2021-06-07,False,True,Incoming,"['00201669', '1520510X']","['00219606', '10897690']",Chemistry,Chemistry (miscellaneous) (Q1); Inorganic Chemistry (Q1); Physical and Theoretical Chemistry (Q1),,,Chemistry; Medicine; Physics and Astronomy,Physical and Theoretical Chemistry (Q1); Physics and Astronomy (miscellaneous) (Q1); Medicine (miscellaneous) (Q2),,
oci:06802828899-061501924650,omid:br/06802828899,Physics Letters B [omid:br/0626059839 issn:0370-2693 openalex:S173952182],omid:br/061501924650,International Journal Of Modern Physics A [omid:br/0614042662 issn:0217-751X issn:1793-656X],2016-08,True,True,Internal,['03702693'],"['0217751X', '1793656X']",Physics and Astronomy,Nuclear and High Energy Physics (Q1),QC1-999,Science: Physics,Physics and Astronomy,"Astronomy and Astrophysics (Q3); Atomic and Molecular Physics, and Optics (Q3); Nuclear and High Energy Physics (Q3)",,
oci:061704258967-06102838019,omid:br/061704258967,Astronomy & Astrophysics [omid:br/064040455 issn:0004-6361 issn:1432-0746 openalex:S205231332],omid:br/06102838019,Physics Reports [omid:br/0625047923 issn:0370-1573 openalex:S48633963],2024-04,True,True,Internal,"['00046361', '14320746']",['03701573'],Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB1-991,Science: Astronomy,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:0620600602-061802096022,omid:br/0620600602,International Journal For Parasitology: Parasites And Wildlife [omid:br/0620600978 issn:2213-2244 openalex:S2764620067],omid:br/061802096022,Journal Of Wildlife Diseases [omid:br/0613042206 issn:0090-3558 openalex:S113896437],2019-08,False,True,Incoming,['22132244'],['00903558'],Agricultural and Biological Sciences; Immunology and Microbiology; Medicine,Animal Science and Zoology (Q1); Infectious Diseases (Q2); Parasitology (Q2),QL1-991,Science: Zoology,Agricultural and Biological Sciences; Environmental Science,"Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q2)",,
oci:06210514638-06160679993,omid:br/06210514638,The Journal Of Neuroscience [omid:br/065010744 doi:10.1523/jneurosci issn:0270-6474 issn:1529-2401 openalex:S5555990],omid:br/06160679993,Cell [omid:br/0611013894 issn:0092-8674 openalex:S110447773],2000-04-15,True,False,Outgoing,"['02706474', '15292401']",['00928674'],Neuroscience,Neuroscience (miscellaneous) (Q1),,,"Biochemistry, Genetics and Molecular Biology","Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)",,
oci:061501006822-062202050760,omid:br/061501006822,Annalen Der Physik [omid:br/068025657 doi:10.1002/(issn)1521-38889 doi:10.1002/(issn)1521-3889 issn:0003-3804 issn:1521-3889 openalex:S194691280],omid:br/062202050760,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],2019-12,False,True,Incoming,"['15213888', '15213889', '00033804', '15213889']","['00319007', '10797114']",Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q2),,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:062301664353-06802829926,omid:br/062301664353,Zeitschrift Für Physik C Particles And Fields [omid:br/0612035595 issn:0170-9739 issn:1431-5858 issn:1434-6044 issn:1434-6052],omid:br/06802829926,Physics Letters B [omid:br/0626059839 issn:0370-2693 openalex:S173952182],1992-09,False,True,Incoming,"['01709739', '14315858', '14346044', '14346052']",['03702693'],Engineering; Physics and Astronomy,Engineering (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1),QB460-466|QC770-798,Science: Astronomy: Astrophysics | Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity,Physics and Astronomy,Nuclear and High Energy Physics (Q1),QC1-999,Science: Physics
oci:0605311213-062602085996,omid:br/0605311213,Physical Review D [omid:br/062509685 issn:2470-0010 issn:2470-0029 openalex:S4210238307],omid:br/062602085996,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],2024-12-26,False,True,Incoming,"['24700010', '24700029']","['00319007', '10797114']",Physics and Astronomy,Nuclear and High Energy Physics (Q1); Physics and Astronomy (miscellaneous) (Q1),,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:06201222766-061401633254,omid:br/06201222766,Biochimica Et Biophysica Acta (BBA) - Biomembranes [omid:br/0616034527 issn:0005-2736 openalex:S4210187475],omid:br/061401633254,Journal Of Cell Science [omid:br/065035853 issn:0021-9533 issn:1477-9137 openalex:S5677253],2017-09,False,True,Incoming,['00052736'],"['00219533', '14779137']","Biochemistry, Genetics and Molecular Biology",Biochemistry (Q2); Biophysics (Q2); Cell Biology (Q3),,,"Biochemistry, Genetics and Molecular Biology",Cell Biology (Q2),,
oci:062909066-062501364949,omid:br/062909066,Psycho-Oncology [omid:br/0616051809 doi:10.1002/(issn)1099-1611 issn:1057-9249 issn:1099-1611 openalex:S13506822],omid:br/062501364949,Physiologia Plantarum [omid:br/0626018164 issn:0031-9317 issn:1399-3054 openalex:S185046733],2013-06-21,True,False,Outgoing,"['10991611', '10579249', '10991611']","['00319317', '13993054']",Medicine; Psychology,Experimental and Cognitive Psychology (Q1); Psychiatry and Mental Health (Q1); Oncology (Q2),,,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine",Medicine (miscellaneous) (Q1); Plant Science (Q1); Cell Biology (Q2); Genetics (Q2); Physiology (Q2),,
oci:06201850205-062202048731,omid:br/06201850205,Journal Of Cosmology And Astroparticle Physics [omid:br/062039004 issn:1475-7508 issn:1475-7516 openalex:S120662888],omid:br/062202048731,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],2021-03-01,False,True,Incoming,"['14757508', '14757516']","['00319007', '10797114']",Physics and Astronomy,Astronomy and Astrophysics (Q2),,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:06180510432-06101317182,omid:br/06180510432,Neurobiology Of Disease [omid:br/064010628 issn:0969-9961 openalex:S35878148],omid:br/06101317182,Journal Of Research In Science Teaching [omid:br/068067660 doi:10.1002/(issn)1098-2736 issn:0022-4308 issn:1098-2736 openalex:S171036940],2021-04,True,False,Outgoing,['09699961'],"['10982736', '00224308', '10982736']",Neuroscience,Neurology (Q1),RC321-571,Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry,Social Sciences,Education (Q1),,
oci:06902058839-062401637987,omid:br/06902058839,Journal Of Chemical Theory And Computation [omid:br/0619047782 issn:1549-9618 issn:1549-9626 openalex:S189701308],omid:br/062401637987,The Journal Of Chemical Physics [omid:br/067037880 issn:0021-9606 issn:1089-7690 openalex:S77047749],2014-08-08,True,False,Outgoing,"['15499618', '15499626']","['00219606', '10897690']",Chemistry; Computer Science,Computer Science Applications (Q1); Physical and Theoretical Chemistry (Q1),,,Chemistry; Medicine; Physics and Astronomy,Physical and Theoretical Chemistry (Q1); Physics and Astronomy (miscellaneous) (Q1); Medicine (miscellaneous) (Q2),,
oci:06210245561-061503663915,omid:br/06210245561,Journal Of Medicinal Chemistry [omid:br/061804490 issn:0022-2623 issn:0095-9065 issn:1520-4804],omid:br/061503663915,Journal Of Molecular Biology [omid:br/061905469 issn:0022-2836 issn:1089-8638 openalex:S46058472],2004-01-20,True,False,Outgoing,"['00222623', '00959065', '15204804']","['00222836', '10898638']","Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics",Drug Discovery (Q1); Molecular Medicine (Q1),,,"Biochemistry, Genetics and Molecular Biology",Biophysics (Q1); Molecular Biology (Q1); Structural Biology (Q1),,
oci:061901427714-06404322937,omid:br/061901427714,Physical Review D [omid:br/066033919 issn:1550-2368 issn:1550-7998 openalex:S4210210554],omid:br/06404322937,Progress Of Theoretical And Experimental Physics [omid:br/0614035189 issn:2050-3911 openalex:S4210202364],2015-11-24,False,True,Incoming,"['15502368', '15507998']",['20503911'],,,,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),QC1-999,Science: Physics
oci:06501688751-06301832962,omid:br/06501688751,Zeitschrift Für Physik C Particles And Fields [omid:br/0612035595 issn:0170-9739 issn:1431-5858 issn:1434-6044 issn:1434-6052],omid:br/06301832962,Journal Of High Energy Physics [omid:br/062038872 issn:1029-8479 issn:1126-6708 openalex:S187585107],2017-05,False,True,Incoming,"['01709739', '14315858', '14346044', '14346052']","['10298479', '11266708']",Engineering; Physics and Astronomy,Engineering (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1),QB460-466|QC770-798,Science: Astronomy: Astrophysics | Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity,Physics and Astronomy,Nuclear and High Energy Physics (Q2),QC770-798,Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity
oci:06530145995-062401192314,omid:br/06530145995,Journal Of Civil Society [omid:br/06220906992 issn:1744-8689 issn:1744-8697 openalex:S89393028],omid:br/062401192314,Journal Of Democracy [omid:br/0618030155 issn:1086-3214 openalex:S151119180],2023-07-03,True,False,Outgoing,"['17448689', '17448697']",['10863214'],Social Sciences,Sociology and Political Science (Q2),,,Social Sciences,Sociology and Political Science (Q1),,
oci:061201664364-06803499835,omid:br/061201664364,Zeitschrift Für Physik C Particles And Fields [omid:br/0612035595 issn:0170-9739 issn:1431-5858 issn:1434-6044 issn:1434-6052],omid:br/06803499835,Journal Of Physics G: Nuclear And Particle Physics [omid:br/0612059308 issn:0954-3899 issn:1361-6471 openalex:S78376336],2007-02-09,False,True,Incoming,"['01709739', '14315858', '14346044', '14346052']","['09543899', '13616471']",Engineering; Physics and Astronomy,Engineering (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1),QB460-466|QC770-798,Science: Astronomy: Astrophysics | Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity,Physics and Astronomy,Nuclear and High Energy Physics (Q1),,
oci:062503441390-06240325247,omid:br/062503441390,Pharmaceutics [omid:br/068043612 doi:10.3390/pharmaceutics issn:1999-4923 openalex:S30283931],omid:br/06240325247,Human Gene Therapy [omid:br/061805864 issn:1043-0342 issn:1557-7422 openalex:S39730559],2022-08-15,True,False,Outgoing,['19994923'],"['10430342', '15577422']","Pharmacology, Toxicology and Pharmaceutics",Pharmaceutical Science (Q1),RS1-441,Medicine: Pharmacy and materia medica,"Biochemistry, Genetics and Molecular Biology",Genetics (Q1); Molecular Biology (Q2); Molecular Medicine (Q2),,
oci:061303880513-0630571480,omid:br/061303880513,Physics Letters B [omid:br/0626059839 issn:0370-2693 openalex:S173952182],omid:br/0630571480,Physical Review C [omid:br/062509678 issn:2469-9985 issn:2469-9993 openalex:S118093565],2022-06,True,False,Outgoing,['03702693'],"['24699985', '24699993']",Physics and Astronomy,Nuclear and High Energy Physics (Q1),QC1-999,Science: Physics,Physics and Astronomy,Nuclear and High Energy Physics (Q1),,
oci:061101466567-06160717241,omid:br/061101466567,Physics Of The Solid State [omid:br/0619037898 issn:1063-7834 issn:1090-6460 openalex:S1070115],omid:br/06160717241,Nanoscale [omid:br/0626023148 doi:10.1039/2040-3372/2009 issn:2040-3364 issn:2040-3372 openalex:S23181512],2018-07,False,True,Incoming,"['10637834', '10906460']","['20403372', '20403364', '20403372']",Materials Science; Physics and Astronomy,"Condensed Matter Physics (Q4); Electronic, Optical and Magnetic Materials (Q4)",,,Materials Science,Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q2),,
oci:06904423260-06404322937,omid:br/06904423260,Physics Of Particles And Nuclei Letters [omid:br/061032626 issn:1531-8567 issn:1547-4771 openalex:S97779488],omid:br/06404322937,Progress Of Theoretical And Experimental Physics [omid:br/0614035189 issn:2050-3911 openalex:S4210202364],2024-06,False,True,Incoming,"['15318567', '15474771']",['20503911'],Medicine; Physics and Astronomy,"Nuclear and High Energy Physics (Q3); Radiation (Q3); Atomic and Molecular Physics, and Optics (Q4); Radiology, Nuclear Medicine and Imaging (Q4)",,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),QC1-999,Science: Physics
oci:06101414872-06201436403,omid:br/06101414872,Reviews Of Modern Physics [omid:br/0624030091 issn:0034-6861 issn:1539-0756 openalex:S73260565],omid:br/06201436403,Physical Review D [omid:br/066033919 issn:1550-2368 issn:1550-7998 openalex:S4210210554],2010-03-11,False,True,Incoming,"['00346861', '15390756']","['15502368', '15507998']",Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,,,,,
oci:061702069930-062402051976,omid:br/061702069930,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],omid:br/062402051976,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],2007-01-18,True,False,Outgoing,"['00319007', '10797114']","['00319007', '10797114']",Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:06702353359-06240239518,omid:br/06702353359,Frontiers In Chemistry [omid:br/067045371 issn:2296-2646 openalex:S2764970645],omid:br/06240239518,Journal Of Medicinal Chemistry [omid:br/061804490 issn:0022-2623 issn:0095-9065 issn:1520-4804],2014-07-24,False,True,Incoming,['22962646'],"['00222623', '00959065', '15204804']",Chemistry,Chemistry (miscellaneous) (Q2),QD1-999,Science: Chemistry,"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics",Drug Discovery (Q1); Molecular Medicine (Q1),,
